Date,Open,High,Low,Close,Volume,OpenInt
2023-10-10,4368.75,4419,4366.25,4391.5,1610271,2051008
2023-10-11,4392,4419.75,4377.25,4409.75,1489644,2026287
2023-10-12,4417.75,4430.5,4355.5,4380.5,1881573,2054009
2023-10-13,4380.75,4407.75,4340.75,4357.25,2159101,2070434
2023-10-16,4356.75,4414.25,4354.5,4401,1668948,2084749
2023-10-17,4406.25,4423.25,4365.75,4401.75,1879736,2089405
2023-10-18,4398,4399.25,4330.75,4342.25,2271572,2080557
2023-10-19,4346.5,4366.5,4292.75,4303,2741942,2102439
2023-10-20,4295,4304.25,4243.5,4248.5,2328806,2134424
2023-10-23,4256.25,4280.75,4213.25,4241.75,1963670,2138328
2023-10-24,4250.25,4290.5,4242,4271.25,1807092,2130086
2023-10-25,4269.5,4273.5,4203.75,4209.75,1981633,2159657
2023-10-26,4202,4205,4146.25,4156.5,2419407,2159505
2023-10-27,4167,4185,4122.25,4137.75,2195767,2150843
2023-10-30,4148,4197.5,4143.5,4185.75,1904610,2144273
2023-10-31,4184.25,4215,4166.75,4212.25,1836212,2140764
2023-11-01,4205,4264.75,4191.25,4256,2027080,2136996
2023-11-02,4258.5,4339.75,4257.75,4335.75,1819596,2126220
2023-11-03,4327.5,4391.75,4325.5,4376,1698476,0
